weekly_rents_per_bedroom,latitude,longitude,distance_to_CBD,bedrooms
50,51.54764,-0.11187,4915.961474,1
60,51.46171,-0.19908,8705.397699,1
25,51.47071,-0.04883,11477.9307,1
95,51.5184,-0.19676,6104.36608,2
50,51.55031,-0.01313,14845.70213,3
75,51.41317,-0.19945,13026.75655,2
55,51.52544,-0.0319,12289.75956,1
35,51.4246,-0.00436,18321.20618,1
300,51.51185,-0.18733,5059.781001,1
88,51.52871,-0.05011,10321.68511,1
47,51.54919,0.0046,16727.43132,1
45,51.53695,-0.05271,10212.70595,2
30,51.46618,-0.04357,12224.56939,1
20,51.56426,0.11504,29091.47978,1
13,51.63234,-0.08277,14589.15063,1
67,51.59752,-0.12335,9379.708225,1
24,51.4014,-0.29741,21425.39122,2
100,51.49012,0.00428,16498.60061,1
33,51.48036,-0.09777,6259.555032,1
110,51.46539,-0.10028,7225.067996,1
30,51.52842,-0.21153,7874.136802,1
30,51.53071,-0.1175,3217.315904,1
50,51.49108,-0.21351,8398.164857,3
43.33,51.4794,-0.21264,8812.759373,3
65,51.48637,-0.16819,4338.063145,1
26,51.42995,-0.12276,9721.288116,2
100,51.53039,-0.09666,5310.52077,2
40,51.54839,-0.09184,6680.990661,1
31,51.6493,-0.03507,19064.42939,1
22,51.62015,-0.07509,13832.99745,1
27,51.58022,-0.00172,17185.76311,2
14,51.40768,-0.08991,13286.8689,1
45,51.53952,-0.08987,6389.611432,2
36,51.41072,-0.28325,19543.01736,1
39,51.46792,-0.01695,14862.41496,1
50,51.49994,-0.10758,4183.776001,2
80,51.4789,-0.09222,6849.27017,1
35,51.55766,0.1268,30253.90229,2
90,51.53258,-0.10938,4103.03631,1
30,51.42665,-0.14675,9865.496421,1
30,51.41526,-0.14782,11136.6968,1
34,51.46357,-0.0859,8477.137624,1
34,51.46198,-0.08631,8564.963183,1
44,51.46161,-0.08632,8592.663301,1
38,51.58519,-0.07426,10823.63028,1
69,51.47993,-0.12863,4196.788506,1
73.5,51.52767,-0.07792,7252.995818,2
30,51.44546,0.01885,19491.58891,1
90,51.50539,-0.23911,10858.78356,2
100,51.60801,-0.21049,12825.04045,1
96,51.52492,-0.03354,12102.91153,1
49.5,51.5653,-0.10427,6966.970788,2
120,51.55947,-0.05838,10513.93929,1
50,51.54928,-0.12291,4336.815681,1
45,51.55898,-0.1949,7636.342465,1
120,51.52903,-0.14542,1580.769883,1
31,51.5298,-0.37749,26240.5056,1
22,51.50132,-0.04876,10477.60486,1
125,51.4911,0.00487,16545.23175,1
75,51.57157,-0.09482,8166.772459,1
53,51.53699,-0.07643,7676.639297,1
59,51.52808,-0.11868,2955.404013,1
59,51.52952,-0.11705,3191.879997,1
59,51.52984,-0.11936,2990.949326,1
27,51.52855,-0.11941,2910.808767,1
46,51.52901,-0.11716,3153.35825,1
59,51.53008,-0.11763,3168.070088,1
35,51.42571,-0.15586,10074.96832,1
30,51.4605,-0.05899,11052.38677,1
150,51.51226,-0.1696,3092.050393,1
83.5,51.53972,-0.19099,6094.200254,2
32,51.58568,-0.0397,13806.57034,1
64,51.35613,-0.21605,19516.84499,1
35,51.58554,-0.02185,15474.25228,2
27.5,51.36952,-0.15912,16315.65772,2
56,51.35599,-0.21719,19584.76931,1
132,51.51983,-0.18199,4481.036573,1
25,51.38714,-0.11377,14585.03505,1
55,51.49344,-0.19187,6056.884817,2
86.5,51.53615,-0.09654,5559.129295,2
147.67,51.48413,-0.12334,4031.425244,3
65,51.50201,-0.18344,4842.132486,3
98,51.55401,-0.10929,5636.77082,1
149,51.51644,-0.20051,6512.605643,1
40,51.45909,-0.3137,20092.19954,3
53,51.53817,-0.09881,5432.605881,2
185.5,51.51895,-0.1411,422.9705465,2
100,51.53207,-0.05923,9386.756226,1
40,51.53297,-0.1166,3439.899189,3
50,51.53983,-0.1219,3527.95044,1
43,51.4286,-0.17782,10427.09036,1
121,51.49869,-0.21853,8711.63993,1
42,51.51098,0.0171,17692.24912,1
70,51.54894,0.00326,16576.00158,1
46,51.48815,-0.1413,3013.471787,1
50,51.46497,-0.17807,6883.129981,1
69,51.50969,-0.04851,10408.72482,1
25,51.49388,-0.41384,30325.64911,1
160,51.52593,-0.08111,6869.009494,1
25,51.5881,-0.10757,8958.145537,1
100,51.52056,-0.22381,9121.269715,1
25,51.53479,-0.331,21133.14681,1
50,51.4639,-0.17748,6942.563665,1
60,51.45807,-0.12348,6680.948948,1
75,51.4754,-0.20105,7925.247773,2
90,51.51042,-0.06089,9029.739795,1
38,51.46497,-0.17807,6883.129981,1
30,51.5357,-0.0759,7688.944596,1
50,51.46099,-0.12015,6501.576173,2
74,51.493,-0.0608,9356.621166,1
75,51.49508,-0.18503,5288.687298,1
23.33,51.48979,0.11866,29116.74226,3
36,51.52139,-0.26559,13764.79648,1
19,51.57736,-0.10027,8318.086145,1
25,51.47689,0.11871,29296.48346,2
24,51.52499,-0.01505,14152.53965,1
58,51.49631,-0.07704,7518.751603,1
37,51.58302,-0.07951,10247.35414,1
36.33,51.64114,-0.03835,18129.77357,3
35,51.50975,-0.19309,5718.889012,1
68,51.52777,-0.07656,7403.591244,2
75,51.47766,0.02539,19071.20982,2
76,51.50117,-0.00993,14763.46393,1
45,51.48699,-0.01471,14493.36801,1
50,51.52663,-0.07303,7767.783121,4
100,51.51419,-0.01047,14620.72057,1
66.5,51.50119,-0.16757,3248.941617,2
30,51.53678,-0.07542,7776.086131,1
150,51.49068,-0.14214,2731.353443,1
25,51.53689,-0.07574,7746.033053,1
23.33,51.66779,-0.06776,18862.27568,3
100,51.52287,-0.20114,6635.715842,1
107,51.49606,-0.20577,7409.786467,2
38,51.58797,-0.07843,10737.30239,1
65,51.41134,-0.28184,19376.00969,1
50,51.4423,-0.15494,8238.419585,1
75,51.49916,-0.23214,10186.55027,3
98,51.45799,-0.12363,6684.31135,1
125,51.49994,-0.08087,7002.031331,2
124.5,51.54135,-0.15835,3428.038861,2
149,51.49896,-0.19302,5960.06381,1
75,51.45884,-0.12466,6559.874529,1
80,51.44245,-0.16091,8364.160442,2
130,51.51347,-0.03862,11491.80379,1
108,51.50008,-0.19238,5855.233632,1
70,51.45804,-0.12427,6657.652473,1
38,51.58414,-0.07253,10875.72444,1
180,51.49826,-0.19266,5946.197404,1
40,51.39354,-0.07141,15641.74606,2
20,51.51268,-0.05601,9560.680172,1
25,51.5122,-0.39055,27644.81328,1
70,51.46908,-0.04343,12098.20104,1
115.2,51.52176,-0.1243,2092.415367,5
60,51.51435,-0.0617,8924.284488,1
70,51.49935,-0.15043,2002.884689,5
110,51.48808,-0.192,6331.793519,2
33,51.49693,-0.08046,7134.486528,2
150,51.4762,-0.18106,6144.666166,1
400,51.48581,-0.18137,5470.062305,1
75,51.47,-0.35726,24463.89837,1
36,51.40533,-0.15424,12297.86016,1
70,51.52404,-0.05317,9920.568215,1
67.5,51.47318,-0.04207,12051.15177,2
45,51.45189,-0.23156,12202.58142,1
50,51.56258,-0.07176,9414.116258,2
23.67,51.38462,0.1043,30995.86238,3
50,51.46811,-0.13654,5275.388349,1
50,51.50242,-0.07232,7873.032736,1
34.5,51.46054,-0.07937,9242.601653,2
25,51.46071,-0.07763,9376.903993,1
39.5,51.49201,-0.02017,13785.87983,2
42,51.48956,-0.21772,8895.770159,1
40,51.47795,-0.08185,7865.138652,1
45,51.50254,-0.07739,7316.721077,1
60,51.47279,-0.20905,8828.79913,2
35,51.54315,-0.1824,5464.136795,1
172.5,51.51412,-0.1499,892.4458695,2
37.25,51.55961,-0.20769,8818.652169,4
120,51.455,-0.31561,20438.67562,1
29,51.50116,-0.04859,10498.93978,1
69,51.33572,-0.11813,20137.01348,1
43,51.3371,-0.11888,19974.02477,1
59,51.33565,-0.11854,20138.78492,1
53,51.33751,-0.11946,19920.61295,1
50,51.5491,-0.31096,19166.10476,1
200,51.49927,-0.17041,3628.664878,2
70,51.50186,-0.19353,5925.023664,2
75,51.55339,-0.08374,7738.999103,2
70,51.53028,-0.11592,3342.935742,1
15,51.3934,-0.2171,15917.81721,2
83.33,51.51866,-0.19614,6037.291062,3
150,51.48492,-0.12136,4075.796213,1
70,51.54396,-0.23701,11041.66048,1
50,51.42582,-0.20206,11980.82868,1
179.5,51.52993,-0.09086,5911.352409,2
146.67,51.49582,-0.17846,4598.165629,3
75,51.40261,-0.17532,13062.18495,2
64.25,51.47018,-0.11983,5582.046652,4
63.8,51.49093,-0.27194,14704.55718,5
58.67,51.45323,-0.11816,7385.643871,3
350,51.53066,-0.14487,1744.703208,1
101,51.49883,-0.21026,7811.580423,1
90,51.47507,-0.17493,5779.292324,1
56.67,51.5318,-0.05377,9976.847048,3
46.67,51.47865,-0.11159,5287.265769,3
115,51.47964,-0.18556,6259.726017,1
42,51.45469,-0.1202,7154.465012,1
75,51.36332,-0.09718,17611.38953,1
146.67,51.4945,-0.17805,4629.320678,3
35,51.50151,-0.07625,7463.726867,2
79,51.494,-0.13467,2497.075821,1
50,51.51586,-0.05461,9712.346897,1
135,51.51709,-0.19206,5575.431576,1
40,51.5783,-0.09965,8443.293914,1
100,51.53465,-0.11288,3886.848922,1
70,51.46237,-0.19815,8579.775593,1
75,51.43012,-0.13298,9517.66869,2
31,51.47244,-0.12446,5141.603266,1
20,51.48118,-0.1221,4383.994847,1
59,51.54993,-0.12981,4086.524654,1
140,51.49781,-0.13342,2158.214191,1
70,51.51026,-0.28108,15480.14546,2
262,51.55657,-0.1777,6075.921418,1
109,51.51748,-0.07723,7201.17108,1
42,51.57768,-0.20447,9824.695947,1
161,51.55543,-0.17729,5950.421384,2
153,51.55641,-0.17908,6164.175101,1
112.5,51.55573,-0.17852,6066.323255,2
174,51.55498,-0.17908,6047.032826,1
87.5,51.4618,-0.17121,6774.778887,4
195,51.55651,-0.17701,6020.921345,1
200,51.42692,-0.0871,11560.95716,3
40,51.47925,-0.2161,9164.82573,1
58,51.49647,-0.18154,4871.752867,1
75,51.47063,-0.13463,5027.114733,1
90,51.51951,-0.11649,2870.837713,1
28,51.48994,0.11877,29127.29995,1
125,51.4641,-0.29084,17504.95962,1
45,51.48154,0.06996,23859.81651,1
98,51.52715,-0.06553,8600.378703,1
109,51.51904,-0.02704,12784.72409,1
46,51.55805,-0.17483,6001.769187,1
40,51.54374,-0.18337,5590.176891,1
28,51.53565,-0.13597,2364.664525,1
80,51.49355,0.07175,23884.81924,1
40,51.47362,-0.12437,5024.276554,2
50,51.5425,-0.18243,5426.18372,1
37,51.53518,0.00455,16440.55268,1
63,51.52061,-0.14372,628.2940098,3
37.5,51.57387,-0.14254,6519.33564,2
50,51.48901,-0.06875,8646.688019,1
92.5,51.52477,-0.20615,7216.561578,2
100,51.51743,-0.2636,13528.72352,2
132,51.53531,-0.22747,9767.349394,1
227.5,51.49616,-0.18252,4985.00784,2
65,51.51871,-0.10743,3858.093961,1
95,51.55141,-0.06531,9423.537903,2
35,51.54188,-0.18389,5524.315178,1
36.67,51.5963,-0.10271,10013.86677,3
50,51.55386,-0.03791,12340.24912,1
95,51.51959,-0.16407,2506.350866,1
95,51.51737,-0.15003,928.7413689,1
35,51.53634,0.00413,16412.21811,1
146.67,51.49602,-0.17697,4441.83371,3
109,51.53779,-0.14229,2507.385883,1
35,51.53614,0.00313,16298.98727,1
33.33,51.51227,-0.03226,12201.7918,3
146.67,51.49499,-0.17705,4505.770952,3
25,51.5353,0.00379,16358.63409,1
35,51.57029,-0.18632,7861.549832,2
110,51.46291,-0.2168,10155.20051,1
62.5,51.56255,-0.13433,5328.143626,2
30,51.47319,-0.05543,10697.09891,2
80,51.47971,-0.27858,15697.60735,1
40,51.48564,-0.06567,9098.599838,1
50,51.49241,-0.10024,5287.691739,1
83.33,51.51859,-0.18895,5239.066805,3
35.5,51.52448,-0.09118,5738.372346,4
146,51.49053,0.00439,16503.00307,1
33,51.36723,-0.10044,17093.35477,1
53,51.55611,0.14978,32755.98572,2
23,51.57288,0.12256,30102.67193,1
55,51.46148,-0.2249,10991.23053,1
58,51.49036,-0.14396,2775.841899,1
100,51.58424,-0.03323,14318.39068,1
88,51.53251,-0.06429,8846.601858,1
50,51.46508,-0.17785,6858.935105,1
150,51.517,-0.20738,7277.777789,1
70,51.48753,-0.14928,3187.419818,1
77,51.5534,-0.15324,4424.586543,1
58,51.49016,-0.14369,2795.775026,1
158,51.47506,-0.24749,12557.01307,2
80,51.46715,-0.12102,5832.298742,1
89.5,51.50752,-0.20728,7314.620259,2
110,51.45161,-0.06183,11377.18226,2
61,51.51769,-0.07645,7288.686392,1
55,51.53718,-0.07144,8211.367952,1
75,51.53028,-0.1927,5885.322088,2
100,51.47289,-0.21105,9011.699465,2
100,51.48208,-0.14824,3753.228242,1
45,51.46705,0.09778,27190.40991,1
125,51.51927,-0.07531,7423.884745,2
125,51.51902,-0.07483,7475.548589,2
120,51.50298,-0.10565,4260.797939,1
110,51.53328,-0.09946,5133.05231,1
93.33,51.47402,-0.16215,5104.372282,3
32.5,51.545,-0.06618,9052.000365,2
41,51.58094,-0.1588,7541.516546,1
21.67,51.53386,-0.24442,11580.34495,3
105,51.54269,-0.1435,3056.803426,2
20,51.46073,-0.33377,22173.6674,1
76,51.48475,0.00047,16195.63196,2
133.33,51.54224,-0.14167,3002.087074,3
63,51.52322,-0.06978,8074.146073,3
83,51.5231,-0.06923,8133.49184,1
63,51.53224,-0.10512,4510.690408,1
81.33,51.55128,-0.18211,5999.623795,3
45,51.29741,-0.13301,24242.27844,1
65,51.50102,0.08776,25591.85048,2
37.67,51.51274,-0.17283,3444.630182,3
72,51.46245,-0.12171,6287.059225,2
72,51.50488,-0.19476,5983.871489,2
40,51.50081,-0.01878,13789.92781,1
150,51.55,-0.18444,6103.766424,1
47.5,51.44439,-0.12308,8153.190339,4
70,51.50637,-0.26521,13741.02781,1
100,51.49662,-0.16383,3194.639065,1
38,51.39182,0.01795,22460.89519,1
42.67,51.58478,-0.03813,13894.75144,3
100,51.60841,-0.21076,12878.65407,1
120,51.51845,-0.06046,9068.627823,4
31,51.52192,-0.20938,7534.21559,1
28,51.4916,-0.06257,9210.175886,1
50,51.43106,0.06746,25096.73096,2
28.67,51.39761,-0.06263,15776.23249,3
100,51.52292,-0.16222,2409.847623,1
58,51.48999,-0.14229,2808.248612,1
85,51.46885,-0.35828,24601.39911,1
82,51.4931,-0.16717,3731.591036,1
38,51.47493,-0.20565,8382.085674,1
55,51.55676,-0.11991,5226.81255,1
25,51.52016,0.03198,19348.20589,1
100,51.48054,-0.35546,24052.45469,1
52.5,51.49748,-0.07665,7525.203365,2
75,51.51325,-0.26532,13719.58305,1
100,51.47947,-0.2088,8430.466979,1
270,51.4999,0.00789,16748.90937,1
60,51.56238,-0.07219,9362.043832,2
50,51.53246,-0.14386,1926.146,1
60,51.5462,-0.03037,12876.12203,1
40,51.42743,-0.13045,9847.760611,1
35,51.46176,-0.08636,8577.889659,1
40,51.4634,-0.08781,8335.29055,1
100,51.48913,-0.19534,6608.438115,2
35,51.55685,-0.00981,15404.78756,1
40,51.46805,-0.11858,5855.941561,1
29.5,51.49871,-0.04969,10422.59657,2
34,51.48717,-0.25802,13278.2032,2
39.8,51.55571,-0.11899,5173.699449,5
94,51.49139,-0.13573,2741.10472,1
35,51.49164,-0.09216,6127.281216,1
66.67,51.53321,-0.13628,2095.057124,3
100,51.50793,-0.21195,7825.678587,4
42,51.49231,-0.09074,6239.508388,1
99,51.54022,-0.09892,5532.64978,1
32.5,51.61385,-0.14046,10965.8288,2
85,51.46838,-0.12028,5741.205623,1
33.33,51.59887,-0.07794,11710.43619,3
90,51.54087,-0.20024,7079.995496,1
80,51.51218,-0.1928,5664.18108,1
38,51.48607,-0.19738,6964.754465,2
34,51.56507,0.1698,35105.34363,1
29,51.5109,-0.28664,16095.71643,1
45,51.51373,-0.18771,5090.730141,1
30,51.59779,-0.07539,11791.19438,1
188,51.51229,-0.13829,523.1807559,1
37,51.42659,-0.02337,16463.34995,1
30,51.55266,-0.20801,8441.700248,1
75,51.55218,-0.12249,4642.499769,1
70,51.50527,-0.00583,15176.76545,2
89,51.56488,-0.19636,8189.211023,1
80,51.55609,-0.09602,6834.932403,1
24,51.47295,0.16319,34254.72523,1
28,51.59378,-0.2505,14897.80324,1
45,51.57388,0.18834,37301.19422,2
35.67,51.52679,-0.10835,3950.935733,3
24,51.55977,-0.13168,5081.231492,1
85,51.55274,-0.0672,9299.27557,1
68,51.53096,-0.02774,12819.59847,1
50,51.5177,-0.18121,4373.723187,2
36,51.53458,-0.02929,12710.74622,2
250,51.49011,-0.16362,3689.800218,3
40,51.5489,-0.11204,5006.957571,1
69,51.58359,-0.19888,9890.693025,1
35,51.57599,-0.26492,15250.75037,1
38,51.46536,-0.17705,6782.064724,1
50,51.46551,-0.17702,6766.507603,1
25,51.43285,-0.05703,13157.01171,1
95,51.51456,-0.21119,7699.182547,1
15,51.60377,0.04649,23150.94482,2
28,51.48512,-0.13801,3378.090657,1
115,51.48077,-0.18095,5787.634819,2
55,51.47262,-0.08477,7930.481124,1
50,51.47994,-0.21256,8777.810145,1
100,51.51444,-0.03063,12378.88262,1
65,51.47045,-0.07712,8762.368285,1
49.5,51.55203,-0.14198,4090.518877,2
115,51.49874,-0.10399,4602.905403,1
72.5,51.49818,-0.1142,3622.592062,2
75,51.57123,0.05865,23158.50492,1
141.5,51.52602,-0.09759,5076.412881,2
180,51.47448,-0.18274,6411.994304,1
77,51.5265,-0.12904,1904.861409,1
30,51.44566,0.04326,22000.2178,3
50,51.46321,-0.04566,12170.53147,2
70,51.53476,-0.10723,4429.133699,1
100,51.54985,-0.10844,5356.73898,1
59.33,51.51954,-0.14272,485.3554403,3
66,51.5325,-0.13344,2139.669131,1
35,51.52218,-0.0687,8181.809073,1
109,51.46751,-0.17275,6316.496136,1
192.5,51.49486,-0.17396,4219.422906,2
30,51.46579,-0.25725,13949.96433,1
95,51.49826,-0.11503,3539.546607,1
36,51.55612,-0.21155,8974.923347,1
180,51.53645,-0.13967,2371.730276,1
67,51.5269,-0.01019,14708.61161,1
113,51.60717,-0.12618,10371.1734,1
35,51.55915,-0.22203,10154.80148,1
36,51.52828,-0.37743,26223.96108,1
58,51.52275,-0.19532,5992.565542,1
125,51.54929,-0.14337,3789.121593,2
30,51.53366,-0.05688,9678.820831,1
75,51.52925,-0.11386,3490.552318,4
139,51.5246,-0.09991,4789.351967,1
98,51.51278,-0.19317,5701.655471,2
76,51.48908,-0.13563,2992.941062,2
85,51.53269,-0.08543,6577.676703,1
40,51.53466,-0.07292,7973.987228,2
40,51.45274,-0.1178,7450.874537,1
80,51.57995,-0.00882,16459.6359,1
20,51.54688,-0.04449,11394.06156,1
40,51.47758,-0.36107,24722.00257,1
119,51.51174,0.02152,18181.55257,2
25,51.53007,0.04643,21012.02819,1
70,51.49969,-0.27091,14443.28337,1
350,51.49943,-0.18342,4934.803996,2
46,51.47223,-0.18583,6832.197227,1
118,51.48892,-0.11146,4479.268963,1
32,51.57316,-0.13895,6448.712736,1
25,51.53192,0.04678,21067.93596,1
71.5,51.52342,-0.20265,6810.172305,2
80,51.52792,-0.04321,11069.84378,1
71.5,51.52358,-0.2039,6950.297043,2
71.5,51.52451,-0.20265,6827.410835,2
71.5,51.52457,-0.20441,7021.916635,2
175,51.4973,-0.19601,6333.34013,3
71.5,51.48235,-0.13298,3791.175997,2
70,51.49387,-0.20945,7872.608917,1
166.67,51.48999,-0.19925,6962.487384,3
110,51.56493,-0.13479,5582.047382,1
75,51.5102,-0.04912,10337.78496,2
40,51.58015,-0.09603,8841.106227,1
45,51.47703,-0.0969,6568.982174,1
75,51.51179,-0.05096,10125.24887,2
35,51.55392,0.01822,18322.32407,1
64,51.49757,-0.11643,3451.986241,1
53.33,51.52319,-0.27057,14328.84029,3
105,51.52811,-0.06574,8594.43157,1
37.5,51.54355,-0.19023,6222.893783,2
35,51.50313,-0.24336,11356.10811,2
50,51.46095,-0.0974,7809.571525,1
65,51.49656,-0.0982,5290.099441,2
79,51.55517,-0.16383,5062.432849,1
50,51.51512,-0.06653,8386.67137,1
90,51.50726,0.02056,18092.42147,2
45,51.54469,0.01522,17780.93793,1
35,51.37049,-0.10431,16631.12788,1
115.5,51.48979,-0.1377,2869.476189,2
55,51.55616,-0.09459,6959.643303,2
80,51.46423,-0.12156,6108.835836,2
35,51.56221,-0.12444,5573.735965,1
42,51.53212,-0.45102,34417.90077,1
28,51.51621,0.01171,17086.89507,1
40,51.53113,-0.44862,34145.56104,1
25,51.44012,-0.13477,8391.376946,1
58,51.55717,0.14968,32761.53864,1
85,51.53635,-0.08519,6733.995639,1
33.33,51.50015,0.05908,22416.77491,3
50,51.47352,-0.20965,8842.393098,2
65,51.54726,-0.22037,9418.353397,1
17,51.48066,-0.20943,8431.128031,1
178.5,51.65949,-0.07944,17480.9824,2
103,51.54083,-0.02172,13668.69611,1
120,51.51918,-0.15226,1226.849768,2
63,51.49199,-0.14375,2593.318625,1
35,51.51675,0.01177,17094.0498,2
28,51.42415,-0.06476,13276.83312,1
27.5,51.56813,-0.40534,29871.87025,2
26,51.42389,-0.15529,10265.64401,1
50,51.44824,-0.14894,7490.771941,1
45,51.54343,-0.20777,7961.417324,2
155,51.51378,-0.14998,907.2658858,1
75,51.55208,-0.11404,5139.199806,1
55,51.56239,0.13258,30973.58448,2
90,51.50432,-0.10278,4522.008735,1
30,51.41371,-0.0791,13278.11204,1
25,51.57458,-0.19826,9095.802135,1
75,51.51407,-0.05486,9685.184137,2
28,51.443,-0.03211,14618.87941,1
40,51.55026,-0.05154,10781.15622,1
40,51.44007,-0.00049,17812.99431,1
50,51.4701,-0.17083,5958.800177,1
60,51.47709,-0.07397,8668.459307,2
162.5,51.5557,-0.19259,7206.993812,2
135,51.53926,-0.08288,7090.749308,1
55,51.44191,-0.15538,8289.789214,1
33,51.43566,-0.1265,9014.491489,1
150,51.51683,-0.1282,1539.412564,1
71.5,51.52498,-0.20221,6787.18996,2
40.75,51.52019,-0.22828,9614.878605,4
71.5,51.52441,-0.20268,6829.03993,2
179.5,51.51173,-0.18434,4729.381911,2
33.33,51.56553,-0.05817,10865.50421,3
43,51.53919,-0.19172,6141.152457,1
100,51.46584,-0.15442,5665.562138,1
65,51.54392,-0.20608,7811.107643,3
50,51.56297,-0.13654,5341.011987,2
45,51.52624,-0.17499,3871.72012,1
85,51.51467,-0.07085,7906.554559,1
90,51.55809,-0.11604,5567.907161,1
250,51.495,-0.17856,4651.417776,2
55,51.52654,-0.09151,5747.951201,1
199.5,51.49646,-0.18645,5370.592125,2
225,51.52546,-0.14597,1220.730154,3
25,51.54855,0.00742,17017.43039,1
60,51.55018,-0.15632,4200.457145,3
75,51.52363,-0.19023,5448.565858,1
150,51.50304,-0.21512,8248.18146,2
50,51.52303,-0.04653,10645.83141,1
65.4,51.51889,-0.26636,13839.37856,5
40,51.52395,-0.04654,10653.53242,1
150,51.51881,-0.13632,741.3805456,1
106,51.57035,-0.27213,15718.5698,1
125,51.524,-0.11585,3061.502064,2
53.33,51.61439,-0.12232,11238.69425,3
25,51.57637,-0.0762,9982.784657,3
121,51.49412,-0.19647,6501.132383,1
60,51.55307,-0.05461,10583.80138,1
59,51.51471,-0.05709,9436.527102,1
27,51.52384,-0.00959,14749.11499,1
50,51.51942,0.19297,37244.65792,1
25,51.5634,-0.39204,28319.2712,1
72.5,51.49638,-0.10395,4717.656064,2
22,51.56321,-0.39333,28456.17066,1
13,51.56356,-0.39299,28426.36484,1
45,51.5148,-0.05826,9306.373206,1
55,51.5026,-0.21935,8720.225205,1
25,51.42786,-0.03986,14942.70685,1
16.67,51.47025,-0.05203,11180.77401,3
16.67,51.56518,-0.12542,5849.144422,3
239,51.50684,-0.10817,3870.961585,2
150,51.515,-0.19136,5493.877636,1
85,51.45222,-0.18514,8495.307937,1
65,51.49626,-0.07021,8251.996224,1
55,51.55017,-0.20284,7805.149641,1
50,51.402,-0.19694,13997.94222,3
15,51.53294,0.03191,19432.58675,1
175,51.50791,0.01659,17648.0352,1
75,51.48873,0.0564,22252.0195,1
110.75,51.5181,-0.13984,395.1284022,4
159,51.49808,-0.19333,6023.199401,1
40,51.56671,-0.08924,8191.914347,1
58.5,51.52497,-0.08124,6837.075265,2
30,51.53656,-0.08999,6245.325886,1
59,51.52272,-0.14105,837.443759,1
37,51.52158,-0.04998,10251.18382,1
55,51.45893,-0.3004,18698.1317,1
160,51.49676,-0.08568,6586.153001,1
235,51.52293,-0.14363,874.8575187,3
50,51.54374,-0.07815,7770.056452,1
10,51.58746,-0.05832,12286.80478,4
75,51.53196,-0.10282,4731.799669,1
150,51.47121,-0.20077,8169.859518,2
97,51.49337,-0.14152,2432.637259,1
27,51.52719,-0.13777,1407.517284,1
29,51.48786,-0.27883,15521.61236,1
241,51.51803,-0.07551,7394.625782,1
70,51.58939,-0.11639,8720.993084,1
70,51.4866,-0.20399,7597.96348,1
241,51.51729,-0.07465,7487.217478,1
122.5,51.4927,-0.16718,3761.91597,2
44,51.53527,0.01611,17716.33021,1
64,51.47776,-0.20562,8215.229081,1
30,51.58999,-0.02565,15372.88448,1
20,51.59298,-0.0997,9838.299835,2
159,51.5289,-0.19808,6423.136933,1
142.5,51.51807,-0.07535,7412.588675,2
140,51.51784,-0.12645,1747.87565,1
90,51.51659,-0.20001,6457.385199,1
116.5,51.52909,-0.11326,3542.615539,2
42,51.51572,-0.06291,8789.346143,2
238,51.51716,-0.07522,7423.436735,1
59,51.52052,-0.1766,3897.001648,3
35,51.55179,0.02561,19070.19862,1
45,51.48832,-0.12127,3775.117082,1
70,51.5443,-0.16671,4244.694985,2
68,51.52375,-0.20414,6979.283168,1
68.5,51.41778,-0.18719,11947.80853,2
37.5,51.61227,-0.11532,11187.96141,2
330,51.52125,-0.15589,1687.542067,1
63,51.49373,-0.1892,5772.598182,1
107,51.52642,-0.12558,2204.354519,1
75,51.48928,-0.16622,3951.66271,2
35,51.4415,-0.12377,8445.423706,1
85,51.5191,-0.13994,483.7752886,1
67.5,51.46019,-0.199,8815.425751,2
37,51.54632,-0.0088,15203.85794,1
60,51.52452,-0.07577,7431.164248,1
60,51.41792,-0.31898,22463.0493,1
60,51.54566,-0.1816,5556.489968,1
120,51.50397,-0.1932,5834.648552,1
80,51.51641,-0.03832,11524.20168,1
70,51.53128,-0.11685,3312.313816,1
30,51.55688,-0.10506,6185.808124,1
30,51.521,-0.38618,27164.36392,1
37.5,51.52108,-0.18633,4977.002008,2
30,51.45576,-0.18582,8218.283522,5
40,51.59342,-0.0997,9881.313709,1
30.33,51.45097,-0.12715,7333.920757,3
75,51.48831,-0.10495,5089.046552,2
72,51.50011,-0.08568,6479.585099,1
42,51.49811,-0.08204,6929.069302,1
80,51.51295,-0.1821,4471.420843,2
50,51.40866,-0.01992,18016.33052,1
80,51.51476,-0.1496,852.0025653,1
55,51.54385,-0.14218,3181.045615,3
55,51.51152,-0.00663,15052.93411,1
40,51.49177,-0.31004,18871.79426,1
49.5,51.56285,-0.10427,6751.310621,2
46,51.61156,-0.19539,12247.79929,4
46.5,51.56211,-0.10541,6608.294506,2
180,51.53418,-0.14107,2107.981133,1
49.5,51.38903,-0.30745,23143.12755,2
100,51.54344,-0.17219,4597.264035,2
46,51.54306,-0.0565,9992.712649,1
46.67,51.42363,-0.14894,10216.45639,3
50,51.45959,-0.18047,7525.843764,1
45,51.53055,-0.16925,3479.938708,1
97.33,51.52928,-0.18511,5046.295478,3
158,51.49318,-0.1807,4957.976707,2
72,51.51263,-0.19758,6192.264375,2
57,51.59881,-0.03305,15263.8391,1
200,51.44362,-0.12685,8139.237975,3
28,51.43818,-0.19582,10454.86691,3
100,51.54272,-0.10052,5528.166013,2
66,51.45946,-0.10822,7248.726065,2
18,51.53126,-0.03121,12442.19654,1
